date,commodity,price,volume,rainfall,temperature,humidity,month,day_of_week,season
2022-09-14,Rice,48.17,2741,75.4,27.99,81.58,9,2,4
2022-09-14,Wheat,21.28,4692,10.67,24.16,60.81,9,2,4
2022-09-14,Corn,21.32,4023,44.68,25.27,57.1,9,2,4
2022-09-14,Soybean,32.88,2020,16.95,26.59,81.3,9,2,4
2022-09-15,Rice,33.14,3815,17.56,32.63,70.13,9,3,4
2022-09-15,Wheat,31.59,4746,71.82,24.9,43.35,9,3,4
2022-09-15,Corn,27.49,2740,47.22,20.29,72.6,9,3,4
2022-09-15,Soybean,30.49,3006,57.64,25.49,62.06,9,3,4
2022-09-16,Rice,36.07,3912,46.85,28.33,78.85,9,4,4
2022-09-16,Wheat,27.6,2627,58.41,26.94,53.16,9,4,4
2022-09-16,Corn,22.24,3406,71.41,21.22,51.74,9,4,4
2022-09-16,Soybean,29.76,4940,90.02,25.81,46.9,9,4,4
2022-09-17,Rice,41.6,4806,73.69,34.32,65.28,9,5,4
2022-09-17,Wheat,31.1,1611,87.97,32.91,46.87,9,5,4
2022-09-17,Corn,24.18,2543,12.06,32.16,85.49,9,5,4
2022-09-17,Soybean,34.1,1773,42.78,26.07,89.73,9,5,4
2022-09-18,Rice,40.78,2770,25.11,21.9,58.66,9,6,4
2022-09-18,Wheat,24.95,3347,20.05,30.44,69.53,9,6,4
2022-09-18,Corn,22.15,2462,76.78,23.59,66.58,9,6,4
2022-09-18,Soybean,26.2,2132,83.42,27.35,82.93,9,6,4
2022-09-19,Rice,37.31,2669,40.99,33.12,66.86,9,0,4
2022-09-19,Wheat,27.6,4150,58.72,22.57,50.54,9,0,4
2022-09-19,Corn,23.56,1349,76.66,33.59,46.62,9,0,4
2022-09-19,Soybean,33.97,2096,93.68,26.99,48.58,9,0,4
2022-09-20,Rice,36.55,4102,12.22,31.68,78.2,9,1,4
2022-09-20,Wheat,32.19,3693,28.5,34.15,64.9,9,1,4
2022-09-20,Corn,21.26,2355,51.41,32.73,47.35,9,1,4
2022-09-20,Soybean,26.3,3563,15.18,24.3,50.97,9,1,4
2022-09-21,Rice,35.65,4491,91.65,30.06,55.44,9,2,4
2022-09-21,Wheat,22.57,2842,82.68,26.68,81.27,9,2,4
2022-09-21,Corn,23.04,2875,39.39,31.28,43.12,9,2,4
2022-09-21,Soybean,26.63,4533,16.01,24.21,62.2,9,2,4
2022-09-22,Rice,38.45,2495,9.1,31.49,71.94,9,3,4
2022-09-22,Wheat,32.12,4656,52.62,24.03,78.94,9,3,4
2022-09-22,Corn,21.28,1410,74.35,32.05,61.45,9,3,4
2022-09-22,Soybean,33.57,1510,69.43,20.67,61.12,9,3,4
2022-09-23,Rice,35.8,4867,14.75,34.53,74.43,9,4,4
2022-09-23,Wheat,31.92,4476,88.17,23.68,78.68,9,4,4
2022-09-23,Corn,23.41,3844,65.22,22.59,44.76,9,4,4
2022-09-23,Soybean,33.68,3254,75.02,24.21,77.54,9,4,4
2022-09-24,Rice,43.63,2625,43.76,34.97,57.36,9,5,4
2022-09-24,Wheat,26.59,2858,42.0,27.3,77.4,9,5,4
2022-09-24,Corn,20.54,3613,31.4,34.83,55.23,9,5,4
2022-09-24,Soybean,36.95,1529,46.19,24.9,85.8,9,5,4
2022-09-25,Rice,42.37,1101,37.02,28.51,58.29,9,6,4
2022-09-25,Wheat,23.96,3919,19.86,30.07,72.33,9,6,4
2022-09-25,Corn,26.03,1113,58.51,23.42,62.09,9,6,4
2022-09-25,Soybean,30.66,3119,0.2,27.52,70.63,9,6,4
2022-09-26,Rice,40.44,1724,57.42,31.18,74.41,9,0,4
2022-09-26,Wheat,26.82,1985,55.09,33.33,50.94,9,0,4
2022-09-26,Corn,21.24,4352,32.11,30.16,45.34,9,0,4
2022-09-26,Soybean,35.13,2974,18.16,25.08,66.25,9,0,4
2022-09-27,Rice,34.82,3398,82.45,25.24,51.32,9,1,4
2022-09-27,Wheat,25.29,1797,10.84,31.61,57.86,9,1,4
2022-09-27,Corn,24.91,1569,69.95,28.92,58.4,9,1,4
2022-09-27,Soybean,34.48,4512,45.69,30.12,85.1,9,1,4
2022-09-28,Rice,38.45,1469,33.76,21.99,54.6,9,2,4
2022-09-28,Wheat,23.5,1898,62.86,34.8,65.48,9,2,4
2022-09-28,Corn,21.62,3861,15.01,24.79,83.2,9,2,4
2022-09-28,Soybean,32.4,3887,13.58,34.61,42.35,9,2,4
2022-09-29,Rice,41.02,4818,60.57,32.98,59.79,9,3,4
2022-09-29,Wheat,32.45,1337,85.38,27.65,57.04,9,3,4
2022-09-29,Corn,21.91,4940,57.66,28.88,79.28,9,3,4
2022-09-29,Soybean,33.91,3665,90.58,33.16,85.12,9,3,4
2022-09-30,Rice,33.01,1216,36.81,21.97,73.0,9,4,4
2022-09-30,Wheat,26.24,3455,5.14,29.17,46.98,9,4,4
2022-09-30,Corn,18.26,4869,28.59,32.46,69.0,9,4,4
2022-09-30,Soybean,32.77,3563,95.71,21.83,55.8,9,4,4
2022-10-01,Rice,39.16,4144,12.39,32.6,82.56,10,5,4
2022-10-01,Wheat,27.75,2502,1.51,22.68,60.3,10,5,4
2022-10-01,Corn,25.89,4403,47.43,30.18,89.18,10,5,4
2022-10-01,Soybean,33.6,4942,23.08,25.04,56.49,10,5,4
2022-10-02,Rice,40.35,4227,31.56,20.57,88.75,10,6,4
2022-10-02,Wheat,33.65,1142,60.7,26.23,70.06,10,6,4
2022-10-02,Corn,25.38,1799,13.87,29.37,88.04,10,6,4
2022-10-02,Soybean,32.55,2407,59.66,31.15,75.04,10,6,4
2022-10-03,Rice,42.64,4250,55.57,21.22,71.65,10,0,4
2022-10-03,Wheat,22.0,2942,75.84,34.74,76.93,10,0,4
2022-10-03,Corn,22.77,4721,91.87,34.48,77.0,10,0,4
2022-10-03,Soybean,32.83,4902,92.19,25.7,88.5,10,0,4
2022-10-04,Rice,49.31,2048,5.26,30.09,64.37,10,1,4
2022-10-04,Wheat,30.42,2709,32.47,28.35,51.5,10,1,4
2022-10-04,Corn,22.32,3406,5.33,31.08,55.6,10,1,4
2022-10-04,Soybean,30.59,1933,98.71,32.9,82.01,10,1,4
2022-10-05,Rice,35.23,3792,76.5,32.66,83.3,10,2,4
2022-10-05,Wheat,28.79,2132,10.78,34.54,65.44,10,2,4
2022-10-05,Corn,22.82,4582,80.98,29.64,72.25,10,2,4
2022-10-05,Soybean,34.63,4182,94.09,20.45,79.9,10,2,4
2022-10-06,Rice,38.65,4340,69.56,26.4,50.39,10,3,4
2022-10-06,Wheat,30.74,1137,89.82,22.07,73.16,10,3,4
2022-10-06,Corn,26.7,3604,98.9,20.33,79.04,10,3,4
2022-10-06,Soybean,34.5,3398,41.49,25.01,71.28,10,3,4
2022-10-07,Rice,37.03,2315,72.73,27.13,51.14,10,4,4
2022-10-07,Wheat,30.18,3777,9.64,22.15,78.46,10,4,4
2022-10-07,Corn,21.52,2032,52.78,22.23,86.59,10,4,4
2022-10-07,Soybean,37.53,1306,38.0,33.75,57.92,10,4,4
2022-10-08,Rice,31.03,4033,32.94,25.4,48.77,10,5,4
2022-10-08,Wheat,23.27,4750,8.52,22.49,48.3,10,5,4
2022-10-08,Corn,22.89,1054,30.04,22.15,48.31,10,5,4
2022-10-08,Soybean,35.81,1854,78.43,25.86,70.38,10,5,4
2022-10-09,Rice,36.65,2601,89.05,27.79,72.12,10,6,4
2022-10-09,Wheat,27.45,4367,58.96,31.73,69.83,10,6,4
2022-10-09,Corn,20.08,4630,38.77,23.6,81.32,10,6,4
2022-10-09,Soybean,30.09,2473,94.61,27.02,88.86,10,6,4
2022-10-10,Rice,41.73,1238,20.02,25.39,55.79,10,0,4
2022-10-10,Wheat,28.96,1962,78.99,29.57,41.02,10,0,4
2022-10-10,Corn,22.78,3327,63.1,22.78,84.23,10,0,4
2022-10-10,Soybean,25.34,1881,68.89,32.8,83.01,10,0,4
2022-10-11,Rice,37.35,2562,23.05,22.6,41.82,10,1,4
2022-10-11,Wheat,26.56,2692,88.35,32.87,47.21,10,1,4
2022-10-11,Corn,21.72,1012,25.73,30.5,51.4,10,1,4
2022-10-11,Soybean,29.35,2663,75.74,25.61,40.83,10,1,4
2022-10-12,Rice,35.56,4718,75.25,32.01,88.59,10,2,4
2022-10-12,Wheat,30.53,4199,11.96,30.47,46.15,10,2,4
2022-10-12,Corn,21.03,2962,15.66,23.52,81.52,10,2,4
2022-10-12,Soybean,37.76,4038,40.51,32.29,87.18,10,2,4
2022-10-13,Rice,36.89,4331,58.68,24.74,52.55,10,3,4
2022-10-13,Wheat,27.93,4411,98.22,29.75,43.23,10,3,4
2022-10-13,Corn,22.45,3062,33.91,20.03,59.0,10,3,4
2022-10-13,Soybean,34.72,4506,76.45,20.03,52.04,10,3,4
2022-10-14,Rice,38.57,4969,6.13,34.18,62.46,10,4,4
2022-10-14,Wheat,34.1,1280,20.97,27.35,78.29,10,4,4
2022-10-14,Corn,26.69,2064,7.04,27.85,45.36,10,4,4
2022-10-14,Soybean,32.14,4758,48.84,30.44,59.71,10,4,4
2022-10-15,Rice,39.45,4213,29.27,23.58,87.17,10,5,4
2022-10-15,Wheat,29.98,3093,9.91,23.86,70.46,10,5,4
2022-10-15,Corn,24.35,4480,6.93,29.28,79.96,10,5,4
2022-10-15,Soybean,37.84,2398,54.27,31.86,66.35,10,5,4
2022-10-16,Rice,34.73,3125,20.93,31.59,87.33,10,6,4
2022-10-16,Wheat,28.97,2751,93.4,26.15,61.22,10,6,4
2022-10-16,Corn,23.22,1231,25.37,23.28,83.74,10,6,4
2022-10-16,Soybean,31.76,1678,33.16,29.37,80.99,10,6,4
2022-10-17,Rice,41.18,3773,88.15,33.63,84.62,10,0,4
2022-10-17,Wheat,32.99,2177,81.04,24.08,57.51,10,0,4
2022-10-17,Corn,21.54,3806,79.01,27.44,43.21,10,0,4
2022-10-17,Soybean,31.1,2581,4.33,28.16,59.4,10,0,4
2022-10-18,Rice,46.65,2586,59.26,33.98,80.23,10,1,4
2022-10-18,Wheat,32.07,4102,15.09,25.33,71.92,10,1,4
2022-10-18,Corn,25.29,2614,61.04,21.86,65.08,10,1,4
2022-10-18,Soybean,38.81,4389,21.66,20.8,79.37,10,1,4
2022-10-19,Rice,42.45,3092,33.54,21.27,40.44,10,2,4
2022-10-19,Wheat,26.54,2033,72.98,24.96,55.43,10,2,4
2022-10-19,Corn,23.68,1904,82.89,34.9,81.52,10,2,4
2022-10-19,Soybean,34.64,4214,6.83,26.93,69.62,10,2,4
2022-10-20,Rice,32.22,1342,8.94,29.68,86.62,10,3,4
2022-10-20,Wheat,24.52,2631,61.02,33.11,51.59,10,3,4
2022-10-20,Corn,21.94,2665,28.42,22.06,47.76,10,3,4
2022-10-20,Soybean,37.76,2703,28.64,23.86,64.9,10,3,4
2022-10-21,Rice,38.81,1398,64.51,29.21,56.16,10,4,4
2022-10-21,Wheat,30.11,3802,49.87,26.9,73.42,10,4,4
2022-10-21,Corn,26.58,1567,64.97,22.34,49.05,10,4,4
2022-10-21,Soybean,34.62,2717,98.48,34.3,72.43,10,4,4
2022-10-22,Rice,37.92,3512,6.31,23.54,79.87,10,5,4
2022-10-22,Wheat,28.15,4553,85.33,25.4,45.07,10,5,4
2022-10-22,Corn,26.84,3573,3.75,28.11,40.4,10,5,4
2022-10-22,Soybean,40.23,3707,15.85,27.8,50.18,10,5,4
2022-10-23,Rice,36.75,3126,33.62,24.7,55.11,10,6,4
2022-10-23,Wheat,27.69,1875,13.21,22.81,57.66,10,6,4
2022-10-23,Corn,23.64,2056,57.6,27.83,80.82,10,6,4
2022-10-23,Soybean,40.55,3322,35.92,28.47,56.02,10,6,4
2022-10-24,Rice,43.88,2901,44.33,21.91,77.46,10,0,4
2022-10-24,Wheat,38.84,1149,46.02,30.38,87.07,10,0,4
2022-10-24,Corn,22.76,1567,42.55,34.91,52.55,10,0,4
2022-10-24,Soybean,30.97,3972,3.01,29.02,71.19,10,0,4
2022-10-25,Rice,42.26,1488,90.6,33.36,89.56,10,1,4
2022-10-25,Wheat,20.22,4899,3.1,31.71,72.15,10,1,4
2022-10-25,Corn,27.03,3152,17.94,20.17,44.49,10,1,4
2022-10-25,Soybean,29.61,3126,93.23,32.58,49.73,10,1,4
2022-10-26,Rice,38.75,4906,62.6,33.48,66.88,10,2,4
2022-10-26,Wheat,22.68,1357,56.79,20.94,42.92,10,2,4
2022-10-26,Corn,24.17,3223,71.61,33.22,43.28,10,2,4
2022-10-26,Soybean,38.31,3605,39.2,22.59,62.35,10,2,4
2022-10-27,Rice,39.68,3879,58.25,27.61,59.67,10,3,4
2022-10-27,Wheat,31.86,2932,96.24,26.84,83.08,10,3,4
2022-10-27,Corn,26.66,1643,46.65,24.39,41.76,10,3,4
2022-10-27,Soybean,38.51,3856,10.06,30.42,68.15,10,3,4
2022-10-28,Rice,42.55,3014,37.23,32.66,46.09,10,4,4
2022-10-28,Wheat,29.57,2286,4.17,32.53,59.66,10,4,4
2022-10-28,Corn,23.64,1787,3.55,32.01,45.5,10,4,4
2022-10-28,Soybean,27.29,3205,20.78,21.63,60.56,10,4,4
2022-10-29,Rice,34.99,1733,70.63,21.38,83.95,10,5,4
2022-10-29,Wheat,27.78,1837,29.03,34.66,46.87,10,5,4
2022-10-29,Corn,24.26,2866,29.85,20.52,66.82,10,5,4
2022-10-29,Soybean,26.37,1448,20.79,25.86,60.21,10,5,4
2022-10-30,Rice,39.04,2805,37.07,30.42,87.03,10,6,4
2022-10-30,Wheat,30.74,3399,51.77,30.37,68.88,10,6,4
2022-10-30,Corn,25.53,2488,55.75,33.99,81.17,10,6,4
2022-10-30,Soybean,27.55,4747,18.94,28.73,66.58,10,6,4
2022-10-31,Rice,41.24,1917,28.05,23.92,55.32,10,0,4
2022-10-31,Wheat,31.21,4262,75.09,32.41,52.58,10,0,4
2022-10-31,Corn,20.24,3094,71.54,20.48,70.4,10,0,4
2022-10-31,Soybean,38.07,2451,87.09,27.88,41.59,10,0,4
2022-11-01,Rice,37.32,3514,52.86,30.27,82.25,11,1,4
2022-11-01,Wheat,32.24,2320,8.84,32.87,45.06,11,1,4
2022-11-01,Corn,18.14,1423,45.39,29.81,48.89,11,1,4
2022-11-01,Soybean,44.14,4801,76.42,34.79,74.24,11,1,4
2022-11-02,Rice,42.88,4351,89.99,25.36,45.79,11,2,4
2022-11-02,Wheat,22.02,4690,19.82,23.31,51.92,11,2,4
2022-11-02,Corn,22.53,4463,32.35,30.46,60.6,11,2,4
2022-11-02,Soybean,33.86,2956,57.79,27.13,78.18,11,2,4
2022-11-03,Rice,36.42,3389,38.24,34.34,82.26,11,3,4
2022-11-03,Wheat,31.06,2200,34.6,29.63,64.37,11,3,4
2022-11-03,Corn,22.45,4965,95.59,25.57,68.64,11,3,4
2022-11-03,Soybean,32.85,4769,52.67,30.69,60.83,11,3,4
2022-11-04,Rice,43.81,1415,75.61,24.5,44.99,11,4,4
2022-11-04,Wheat,24.65,2077,80.52,31.27,41.18,11,4,4
2022-11-04,Corn,27.43,2268,13.91,22.69,67.45,11,4,4
2022-11-04,Soybean,25.98,3474,9.64,22.73,50.51,11,4,4
2022-11-05,Rice,41.15,1637,2.09,23.03,89.45,11,5,4
2022-11-05,Wheat,27.62,1646,56.58,30.29,49.42,11,5,4
2022-11-05,Corn,19.0,1417,82.3,31.72,50.67,11,5,4
2022-11-05,Soybean,34.92,1321,15.33,23.77,75.87,11,5,4
2022-11-06,Rice,39.66,1701,64.86,26.97,78.38,11,6,4
2022-11-06,Wheat,28.11,1509,57.34,32.82,64.4,11,6,4
2022-11-06,Corn,28.06,3018,86.43,23.74,75.46,11,6,4
2022-11-06,Soybean,33.97,2536,9.17,28.21,40.62,11,6,4
2022-11-07,Rice,45.15,4663,11.4,28.73,54.05,11,0,4
2022-11-07,Wheat,26.69,3914,20.97,21.82,47.67,11,0,4
2022-11-07,Corn,21.57,3487,94.12,23.98,43.55,11,0,4
2022-11-07,Soybean,26.23,4281,75.71,28.91,55.28,11,0,4
2022-11-08,Rice,37.04,1884,36.09,22.33,73.97,11,1,4
2022-11-08,Wheat,31.19,4033,37.81,20.61,71.26,11,1,4
2022-11-08,Corn,23.91,3452,61.05,27.97,53.44,11,1,4
2022-11-08,Soybean,33.1,1635,90.57,32.63,52.41,11,1,4
2022-11-09,Rice,40.74,4162,33.95,22.14,86.02,11,2,4
2022-11-09,Wheat,28.78,1363,0.36,31.63,50.63,11,2,4
2022-11-09,Corn,21.11,1604,55.51,25.55,47.24,11,2,4
2022-11-09,Soybean,28.45,4418,5.57,22.55,63.42,11,2,4
2022-11-10,Rice,34.64,3739,28.51,31.4,63.48,11,3,4
2022-11-10,Wheat,27.6,3872,3.49,32.52,49.71,11,3,4
2022-11-10,Corn,28.48,3720,66.29,23.8,65.38,11,3,4
2022-11-10,Soybean,39.34,1404,23.2,28.71,66.23,11,3,4
2022-11-11,Rice,41.3,1303,66.1,29.47,60.89,11,4,4
2022-11-11,Wheat,28.44,4790,85.75,20.29,66.03,11,4,4
2022-11-11,Corn,21.35,3437,2.77,34.01,85.99,11,4,4
2022-11-11,Soybean,37.07,3376,82.08,24.76,51.51,11,4,4
2022-11-12,Rice,35.42,2041,25.9,32.41,40.46,11,5,4
2022-11-12,Wheat,34.18,2344,69.86,29.87,60.65,11,5,4
2022-11-12,Corn,22.57,1182,25.94,26.32,71.27,11,5,4
2022-11-12,Soybean,33.12,3669,38.86,34.95,59.84,11,5,4
2022-11-13,Rice,39.35,2192,47.03,30.91,67.25,11,6,4
2022-11-13,Wheat,30.5,1105,71.37,21.87,50.2,11,6,4
2022-11-13,Corn,26.41,2499,12.94,31.86,45.87,11,6,4
2022-11-13,Soybean,37.89,2943,14.22,22.95,40.99,11,6,4
2022-11-14,Rice,38.12,1387,31.76,26.18,66.52,11,0,4
2022-11-14,Wheat,30.03,4594,75.05,28.95,65.68,11,0,4
2022-11-14,Corn,26.91,3908,77.05,24.05,57.27,11,0,4
2022-11-14,Soybean,32.72,3785,87.22,33.4,59.88,11,0,4
2022-11-15,Rice,44.35,1089,95.17,24.41,82.3,11,1,4
2022-11-15,Wheat,36.17,1601,70.33,23.87,45.24,11,1,4
2022-11-15,Corn,24.19,2844,89.86,27.36,55.67,11,1,4
2022-11-15,Soybean,32.72,2694,91.36,28.02,42.59,11,1,4
2022-11-16,Rice,43.43,3643,16.78,28.38,62.0,11,2,4
2022-11-16,Wheat,25.92,2191,0.74,32.09,67.85,11,2,4
2022-11-16,Corn,20.93,3707,56.68,23.68,50.01,11,2,4
2022-11-16,Soybean,31.74,1972,22.91,28.14,88.9,11,2,4
2022-11-17,Rice,37.64,1415,98.29,29.24,78.17,11,3,4
2022-11-17,Wheat,35.78,4297,5.61,27.16,66.51,11,3,4
2022-11-17,Corn,24.28,4042,85.46,33.96,55.95,11,3,4
2022-11-17,Soybean,29.58,3897,38.69,23.06,76.87,11,3,4
2022-11-18,Rice,37.17,1120,48.45,31.38,61.07,11,4,4
2022-11-18,Wheat,30.98,3750,69.67,23.15,87.17,11,4,4
2022-11-18,Corn,22.12,3725,15.93,21.73,81.72,11,4,4
2022-11-18,Soybean,40.69,2571,67.85,23.7,66.39,11,4,4
2022-11-19,Rice,44.35,4131,2.23,27.81,42.3,11,5,4
2022-11-19,Wheat,29.96,4720,81.41,26.06,71.3,11,5,4
2022-11-19,Corn,24.29,1749,25.83,27.47,40.1,11,5,4
2022-11-19,Soybean,27.7,2830,26.68,32.82,86.12,11,5,4
2022-11-20,Rice,39.99,1587,68.61,33.7,81.74,11,6,4
2022-11-20,Wheat,31.03,1878,55.62,28.09,54.91,11,6,4
2022-11-20,Corn,20.69,4110,55.04,32.22,87.81,11,6,4
2022-11-20,Soybean,31.13,3148,8.74,20.08,85.22,11,6,4
2022-11-21,Rice,34.52,3437,67.97,32.89,40.04,11,0,4
2022-11-21,Wheat,29.39,2694,97.38,26.46,48.98,11,0,4
2022-11-21,Corn,28.03,3762,99.95,22.32,47.07,11,0,4
2022-11-21,Soybean,36.42,3170,66.77,20.69,80.84,11,0,4
2022-11-22,Rice,35.34,4087,36.36,30.68,76.79,11,1,4
2022-11-22,Wheat,36.59,4109,41.49,22.22,78.93,11,1,4
2022-11-22,Corn,28.25,2603,41.2,27.72,62.13,11,1,4
2022-11-22,Soybean,40.9,4747,37.75,31.53,52.69,11,1,4
2022-11-23,Rice,40.61,1733,89.75,25.54,53.91,11,2,4
2022-11-23,Wheat,32.32,1968,90.13,28.82,48.18,11,2,4
2022-11-23,Corn,24.6,1066,86.95,23.05,71.57,11,2,4
2022-11-23,Soybean,34.24,4972,2.03,28.25,84.21,11,2,4
2022-11-24,Rice,43.32,3787,48.24,32.02,80.95,11,3,4
2022-11-24,Wheat,32.85,1190,10.78,24.35,47.6,11,3,4
2022-11-24,Corn,26.54,1980,43.11,31.72,51.87,11,3,4
2022-11-24,Soybean,34.55,3420,32.28,26.48,68.62,11,3,4
2022-11-25,Rice,46.13,4698,40.99,31.71,88.78,11,4,4
2022-11-25,Wheat,29.81,3523,42.2,25.66,56.77,11,4,4
2022-11-25,Corn,28.25,2095,57.74,22.64,51.61,11,4,4
2022-11-25,Soybean,36.77,2161,15.52,27.39,60.43,11,4,4
2022-11-26,Rice,46.29,3143,71.49,24.54,72.7,11,5,4
2022-11-26,Wheat,29.02,3074,22.93,30.12,60.81,11,5,4
2022-11-26,Corn,26.66,3628,8.59,28.86,75.13,11,5,4
2022-11-26,Soybean,39.55,1253,51.52,34.04,66.57,11,5,4
2022-11-27,Rice,44.72,2866,66.54,29.5,61.82,11,6,4
2022-11-27,Wheat,34.2,2568,45.07,34.6,40.22,11,6,4
2022-11-27,Corn,26.48,3750,25.78,21.73,52.06,11,6,4
2022-11-27,Soybean,25.7,1872,0.96,20.18,54.46,11,6,4
2022-11-28,Rice,39.92,1710,3.11,26.53,46.52,11,0,4
2022-11-28,Wheat,26.59,3786,50.19,30.45,60.55,11,0,4
2022-11-28,Corn,23.69,2580,30.65,34.43,62.88,11,0,4
2022-11-28,Soybean,31.5,1832,9.43,28.85,71.6,11,0,4
2022-11-29,Rice,44.19,4609,66.75,28.18,46.07,11,1,4
2022-11-29,Wheat,33.38,4167,33.79,20.32,77.73,11,1,4
2022-11-29,Corn,26.98,3896,91.73,20.98,69.27,11,1,4
2022-11-29,Soybean,34.93,2732,15.01,29.14,45.71,11,1,4
2022-11-30,Rice,46.83,2291,71.79,24.0,70.46,11,2,4
2022-11-30,Wheat,32.02,4341,72.02,23.77,49.83,11,2,4
2022-11-30,Corn,25.51,1210,11.99,30.21,49.1,11,2,4
2022-11-30,Soybean,35.11,3252,60.5,25.36,74.97,11,2,4
2022-12-01,Rice,43.38,4690,62.49,25.75,41.88,12,3,1
2022-12-01,Wheat,35.95,1028,67.74,27.51,85.8,12,3,1
2022-12-01,Corn,21.69,2441,10.35,32.65,58.06,12,3,1
2022-12-01,Soybean,40.26,1777,41.19,34.62,44.54,12,3,1
2022-12-02,Rice,42.89,1818,53.33,24.07,71.92,12,4,1
2022-12-02,Wheat,27.02,1219,34.97,32.77,66.39,12,4,1
2022-12-02,Corn,21.0,1793,19.52,25.01,81.8,12,4,1
2022-12-02,Soybean,28.65,2193,74.65,32.12,65.91,12,4,1
2022-12-03,Rice,45.47,2323,42.83,33.18,67.67,12,5,1
2022-12-03,Wheat,37.01,4031,40.3,22.68,45.11,12,5,1
2022-12-03,Corn,27.3,4146,64.76,25.8,62.96,12,5,1
2022-12-03,Soybean,37.91,1459,93.96,25.11,79.58,12,5,1
2022-12-04,Rice,41.68,3837,76.42,29.28,46.64,12,6,1
2022-12-04,Wheat,30.59,2425,66.63,31.3,43.63,12,6,1
2022-12-04,Corn,23.72,2138,57.67,28.43,71.68,12,6,1
2022-12-04,Soybean,40.91,2336,96.83,34.03,65.34,12,6,1
2022-12-05,Rice,48.27,2704,27.83,26.32,60.78,12,0,1
2022-12-05,Wheat,30.32,2135,16.36,26.52,51.07,12,0,1
2022-12-05,Corn,23.41,4362,97.79,24.92,52.13,12,0,1
2022-12-05,Soybean,27.78,1530,6.13,30.82,59.36,12,0,1
2022-12-06,Rice,41.6,4075,27.95,24.43,80.24,12,1,1
2022-12-06,Wheat,34.8,1434,66.99,23.43,76.28,12,1,1
2022-12-06,Corn,27.68,2540,50.69,33.08,84.58,12,1,1
2022-12-06,Soybean,34.9,4232,33.85,23.06,47.76,12,1,1
2022-12-07,Rice,41.41,4420,81.54,29.28,85.88,12,2,1
2022-12-07,Wheat,32.77,4452,45.43,25.32,55.33,12,2,1
2022-12-07,Corn,25.2,1735,35.92,24.9,50.54,12,2,1
2022-12-07,Soybean,36.39,1682,76.75,27.92,63.84,12,2,1
2022-12-08,Rice,43.58,4883,26.53,30.21,81.22,12,3,1
2022-12-08,Wheat,33.41,3071,7.05,25.28,64.53,12,3,1
2022-12-08,Corn,31.23,1253,35.39,25.58,87.82,12,3,1
2022-12-08,Soybean,35.68,3655,70.24,33.61,64.85,12,3,1
2022-12-09,Rice,38.59,2423,2.0,23.05,76.8,12,4,1
2022-12-09,Wheat,28.18,4144,42.2,20.83,51.13,12,4,1
2022-12-09,Corn,20.64,4892,82.81,28.71,74.38,12,4,1
2022-12-09,Soybean,37.27,2386,81.04,24.33,42.79,12,4,1
2022-12-10,Rice,41.37,3229,5.44,20.83,73.69,12,5,1
2022-12-10,Wheat,28.6,3132,38.32,31.46,68.63,12,5,1
2022-12-10,Corn,25.26,1900,0.64,29.73,83.41,12,5,1
2022-12-10,Soybean,37.23,3337,86.03,29.2,44.88,12,5,1
2022-12-11,Rice,36.7,3976,26.63,29.74,85.59,12,6,1
2022-12-11,Wheat,30.35,3071,33.01,28.59,45.44,12,6,1
2022-12-11,Corn,24.75,2442,71.64,28.11,86.59,12,6,1
2022-12-11,Soybean,34.71,3997,68.88,26.67,74.35,12,6,1
2022-12-12,Rice,40.88,4433,86.07,29.62,70.84,12,0,1
2022-12-12,Wheat,29.97,4994,11.3,29.79,59.98,12,0,1
2022-12-12,Corn,28.19,4015,35.84,28.34,77.73,12,0,1
2022-12-12,Soybean,30.51,2570,12.78,21.66,84.08,12,0,1
2022-12-13,Rice,38.37,4087,71.33,32.52,49.88,12,1,1
2022-12-13,Wheat,31.01,4124,86.12,21.21,66.9,12,1,1
2022-12-13,Corn,24.45,1042,0.8,22.28,67.85,12,1,1
2022-12-13,Soybean,41.05,4427,78.48,29.49,76.32,12,1,1
2022-12-14,Rice,46.21,4439,72.03,28.72,74.47,12,2,1
2022-12-14,Wheat,30.87,2489,69.77,24.74,64.06,12,2,1
2022-12-14,Corn,25.23,2990,32.46,27.47,43.37,12,2,1
2022-12-14,Soybean,30.93,2788,86.76,22.68,84.38,12,2,1
2022-12-15,Rice,49.84,4172,59.82,32.94,66.91,12,3,1
2022-12-15,Wheat,24.21,4363,25.47,34.18,62.18,12,3,1
2022-12-15,Corn,21.58,4078,54.9,33.65,54.35,12,3,1
2022-12-15,Soybean,45.12,4178,16.52,32.87,76.92,12,3,1
2022-12-16,Rice,46.93,2801,49.19,28.94,51.96,12,4,1
2022-12-16,Wheat,35.39,2109,30.43,21.18,40.92,12,4,1
2022-12-16,Corn,25.04,2754,96.1,26.99,79.77,12,4,1
2022-12-16,Soybean,34.34,1493,87.65,25.11,48.52,12,4,1
2022-12-17,Rice,43.94,3031,27.87,20.53,69.02,12,5,1
2022-12-17,Wheat,28.05,1021,35.07,34.97,45.41,12,5,1
2022-12-17,Corn,25.13,4071,68.39,20.01,85.67,12,5,1
2022-12-17,Soybean,35.49,2310,76.86,21.19,61.01,12,5,1
2022-12-18,Rice,46.36,3294,82.66,21.06,89.56,12,6,1
2022-12-18,Wheat,30.08,2757,56.55,20.5,85.55,12,6,1
