date,commodity,price,temperature,rainfall,demand,volume,month,day_of_week,season,market_sentiment,global_demand_index,export_quota,moving_avg_7d,price_momentum
2023-07-03,Wheat,31.37,31.5,40.4,1096,1217,7,0,3,-0.69,95.18,108.52,32.31428571428572,0.028861921941620183
2023-07-03,Corn,28.68,26.6,63.6,896,1069,7,0,3,0.14,101.27,92.22,28.155714285714286,0.0524770642201835
2023-07-04,Rice,45.46,23.4,64.3,1056,881,7,1,3,0.2,101.96,96.98,44.90714285714286,0.06066262249183385
2023-07-04,Wheat,34.39,28.9,53.2,1305,1555,7,1,3,-0.89,112.37,96.42,32.44,0.09627032196365959
2023-07-04,Corn,24.8,23.8,45.3,757,883,7,1,3,0.37,95.7,95.09,27.7,-0.13528591352859132
2023-07-05,Rice,42.04,25.7,36.7,909,1006,7,2,3,-0.23,97.73,109.76,44.44,-0.07523097228332609
2023-07-05,Wheat,34.69,28.4,78.1,1111,906,7,2,3,0.68,95.82,106.86,32.45285714285714,0.008723466123873092
2023-07-05,Corn,27.02,29.7,66.5,870,1041,7,2,3,-0.39,103.21,105.15,27.474285714285713,0.08951612903225792
2023-07-06,Rice,41.66,19.3,31.1,914,1096,7,3,3,0.95,89.93,92.03,44.38,-0.009039010466222686
2023-07-06,Wheat,27.1,19.3,17.6,808,918,7,3,3,-0.36,106.3,94.5,31.46857142857143,-0.21879504179878917
2023-07-06,Corn,26.3,23.3,50.7,939,793,7,3,3,-0.93,99.62,104.96,27.360000000000003,-0.0266469282013323
2023-07-07,Rice,48.44,36.2,50.7,1110,934,7,4,3,-0.03,121.74,94.98,44.87571428571429,0.16274603936629872
2023-07-07,Wheat,31.08,16.6,50.0,1043,933,7,4,3,-0.06,92.62,91.58,31.55142857142857,0.14686346863468613
2023-07-07,Corn,29.28,29.0,62.2,1082,1297,7,4,3,0.97,108.44,101.41,27.414285714285715,0.11330798479087445
2023-07-08,Rice,42.71,21.4,38.8,1027,1047,7,5,3,0.03,97.2,100.09,44.59285714285714,-0.11829066886870354
2023-07-08,Wheat,29.42,23.7,15.6,952,1029,7,5,3,-0.76,111.23,98.07,31.22,-0.05341055341055334
2023-07-08,Corn,27.11,33.6,46.1,911,1020,7,5,3,0.06,88.15,95.87,27.205714285714286,-0.07411202185792354
2023-07-09,Rice,44.0,17.6,31.3,1035,1108,7,6,3,0.09,103.88,108.24,43.881428571428565,0.03020369936782963
2023-07-09,Wheat,30.42,21.9,40.2,986,1088,7,6,3,0.01,108.27,98.47,31.21,0.03399048266485383
2023-07-09,Corn,27.26,21.1,27.1,981,1163,7,6,3,-0.27,94.13,96.92,27.20714285714286,0.005533013648100438
2023-07-10,Rice,45.77,31.5,53.6,1126,1293,7,0,3,0.76,109.57,94.76,44.297142857142866,0.04022727272727278
2023-07-10,Wheat,31.87,22.6,49.0,1159,1033,7,0,3,0.24,105.25,92.26,31.28142857142857,0.04766600920447073
2023-07-10,Corn,28.17,29.0,53.3,919,868,7,0,3,0.3,102.13,97.71,27.134285714285713,0.03338224504768883
2023-07-11,Rice,44.13,31.1,40.9,1025,884,7,1,3,-0.73,104.76,98.35,44.107142857142854,-0.03583133056587284
2023-07-11,Wheat,30.08,21.8,52.9,895,1071,7,1,3,-0.57,101.83,101.51,30.665714285714284,-0.05616567304675246
2023-07-11,Corn,26.14,20.8,26.1,962,1093,7,1,3,-0.1,98.97,94.5,27.325714285714287,-0.07206247781327657
2023-07-12,Rice,44.73,25.2,46.5,1041,907,7,2,3,-0.14,111.54,90.61,44.49142857142857,0.013596193065941398
2023-07-12,Wheat,30.98,19.1,64.9,938,809,7,2,3,-0.66,103.09,106.34,30.135714285714283,0.029920212765957466
2023-07-12,Corn,27.89,26.4,76.9,1027,848,7,2,3,0.6,104.66,95.58,27.45,0.06694720734506499
2023-07-13,Rice,43.15,34.8,23.8,1128,1162,7,3,3,0.46,96.95,109.05,44.70428571428572,-0.03532304940755637
2023-07-13,Wheat,29.88,28.2,14.0,1038,920,7,3,3,-0.27,106.14,99.8,30.532857142857146,-0.03550677856681739
2023-07-13,Corn,26.05,18.0,54.2,903,841,7,3,3,0.95,89.59,99.75,27.414285714285715,-0.06597346719254216
2023-07-14,Rice,44.57,24.5,65.1,1046,1183,7,4,3,-0.41,99.44,107.51,44.151428571428575,0.03290845886442639
2023-07-14,Wheat,34.79,31.3,79.9,1130,936,7,4,3,-0.9,106.05,108.12,31.062857142857144,0.16432396251673365
2023-07-14,Corn,26.69,20.0,37.5,1011,986,7,4,3,0.23,96.07,93.2,27.044285714285714,0.02456813819577741
2023-07-15,Rice,49.42,27.6,77.5,1068,1056,7,5,3,-0.35,112.06,105.47,45.11,0.10881759030738158
2023-07-15,Wheat,28.06,18.3,49.8,833,828,7,5,3,0.92,107.67,96.69,30.868571428571432,-0.1934463926415637
2023-07-15,Corn,27.93,23.1,75.4,969,850,7,5,3,0.46,105.36,102.54,27.161428571428576,0.04645934807043828
2023-07-16,Rice,43.61,27.2,37.3,1053,1094,7,6,3,-0.36,105.63,99.51,45.05428571428571,-0.11756373937677056
2023-07-16,Wheat,29.0,23.1,22.4,968,1101,7,6,3,0.84,102.43,104.17,30.665714285714284,0.03349964362081259
2023-07-16,Corn,26.72,21.8,60.7,870,780,7,6,3,-0.61,104.94,103.4,27.084285714285716,-0.043322592194772636
2023-07-17,Rice,41.09,20.5,25.6,994,1091,7,0,3,0.31,96.24,96.22,44.38571428571429,-0.05778491171749589
2023-07-17,Wheat,30.66,13.1,46.6,965,962,7,0,3,0.06,95.48,101.33,30.49285714285714,0.05724137931034479
2023-07-17,Corn,26.21,26.9,7.3,1139,943,7,0,3,0.44,96.21,103.84,26.804285714285715,-0.019086826347305297
2023-07-18,Rice,41.68,34.1,41.6,1006,1100,7,1,3,0.81,99.43,102.09,44.035714285714285,0.014358724750547447
2023-07-18,Wheat,30.09,22.1,47.1,960,1094,7,1,3,0.23,100.29,98.93,30.494285714285716,-0.018590998043052864
2023-07-18,Corn,28.56,26.8,72.3,1111,1116,7,1,3,-0.73,117.22,101.4,27.15,0.08966043494849285
2023-07-19,Rice,45.12,27.6,50.9,1011,990,7,2,3,-0.67,98.51,99.43,44.09142857142857,0.08253358925143939
2023-07-19,Wheat,31.41,13.5,73.9,1077,1292,7,2,3,0.8,105.49,91.2,30.555714285714288,0.04386839481555338
2023-07-19,Corn,26.66,29.6,53.7,1047,1038,7,2,3,0.96,99.2,95.34,26.974285714285713,-0.06652661064425769
2023-07-20,Rice,41.86,22.9,46.6,1009,1067,7,3,3,-0.31,89.87,98.26,43.90714285714285,-0.07225177304964536
2023-07-20,Wheat,31.18,23.9,15.6,1152,946,7,3,3,0.3,111.54,103.58,30.74142857142857,-0.007322508755173485
2023-07-20,Corn,25.84,27.9,56.5,893,766,7,3,3,-0.35,106.36,103.17,26.944285714285712,-0.030757689422355572
2023-07-21,Rice,43.39,30.9,83.8,852,1004,7,4,3,-0.69,106.34,105.85,43.738571428571426,0.036550406115623435
2023-07-21,Wheat,32.54,20.9,38.6,1260,1269,7,4,3,0.17,107.67,92.86,30.419999999999998,0.04361770365618978
2023-07-21,Corn,27.81,17.3,65.2,1154,1366,7,4,3,0.08,92.53,106.37,27.104285714285712,0.07623839009287914
2023-07-22,Rice,42.81,27.7,63.2,933,790,7,5,3,0.83,103.6,102.61,42.79428571428572,-0.01336713528462774
2023-07-22,Wheat,29.89,28.0,14.7,1047,1040,7,5,3,0.32,106.83,94.83,30.68142857142857,-0.08143822987092808
2023-07-22,Corn,26.99,22.5,55.9,1038,851,7,5,3,-0.47,110.51,103.16,26.97,-0.029485796476087733
2023-07-23,Rice,42.13,28.1,16.3,1132,1209,7,6,3,-0.01,94.73,98.75,42.58285714285715,-0.01588413921980847
2023-07-23,Wheat,28.81,24.2,58.4,828,869,7,6,3,-0.3,87.96,109.11,30.654285714285713,-0.036132485781197765
2023-07-23,Corn,25.41,28.5,17.2,933,872,7,6,3,-0.15,110.09,105.17,26.782857142857143,-0.058540200074101434
2023-07-24,Rice,39.87,20.7,43.0,869,1031,7,0,3,0.27,100.83,106.04,42.40857142857143,-0.05364348445288403
2023-07-24,Wheat,31.1,22.3,59.2,1102,1260,7,0,3,-0.52,96.76,100.16,30.717142857142857,0.07948628948281855
2023-07-24,Corn,25.23,23.9,66.3,916,761,7,0,3,-0.26,101.11,96.09,26.64285714285714,-0.00708382526564344
2023-07-25,Rice,42.0,25.8,80.3,958,833,7,1,3,0.99,97.29,104.04,42.45428571428572,0.05342362678705803
2023-07-25,Wheat,30.96,27.2,26.1,1088,1215,7,1,3,-0.34,97.64,99.23,30.84142857142857,-0.004501607717041778
2023-07-25,Corn,25.27,30.3,45.5,893,977,7,1,3,0.69,106.19,94.38,26.172857142857143,0.0015854141894569018
2023-07-26,Rice,40.28,21.3,67.9,842,732,7,2,3,0.04,93.96,106.97,41.76285714285715,-0.04095238095238096
2023-07-26,Wheat,30.43,27.6,41.3,1082,1197,7,2,3,-0.08,92.04,107.01,30.701428571428572,-0.0171188630490956
2023-07-26,Corn,24.72,21.2,0.0,1144,1108,7,2,3,-0.46,108.85,100.01,25.895714285714288,-0.021764938662445665
2023-07-27,Rice,42.56,30.1,26.7,1104,1201,7,3,3,-0.19,98.67,107.4,41.86285714285714,0.05660377358490565
2023-07-27,Wheat,30.36,22.8,55.7,961,949,7,3,3,-0.78,93.13,109.65,30.584285714285716,-0.0023003614853762677
2023-07-27,Corn,25.12,19.7,42.1,857,881,7,3,3,-0.02,92.46,91.29,25.792857142857144,0.016181229773462924
2023-07-28,Rice,40.3,22.6,47.1,935,793,7,4,3,0.9,93.45,109.9,41.42142857142857,-0.053101503759398594
2023-07-28,Wheat,30.33,31.4,17.2,1094,1175,7,4,3,0.85,106.85,101.47,30.268571428571427,-0.0009881422924901129
2023-07-28,Corn,26.22,19.0,84.6,1022,1093,7,4,3,0.99,115.41,109.04,25.565714285714286,0.043789808917197304
2023-07-29,Rice,41.81,18.9,65.3,954,998,7,5,3,0.17,83.14,94.82,41.278571428571425,0.037468982630272984
2023-07-29,Wheat,31.06,26.3,45.0,1032,877,7,5,3,-0.73,97.07,106.86,30.435714285714287,0.024068578964721477
2023-07-29,Corn,28.69,28.8,64.3,1265,1427,7,5,3,-0.35,87.1,97.55,25.80857142857143,0.09420289855072483
2023-07-30,Rice,41.73,33.9,32.4,1001,846,7,6,3,0.26,108.63,107.22,41.221428571428575,-0.0019134178426215565
2023-07-30,Wheat,29.5,23.6,66.2,941,864,7,6,3,-0.65,102.23,105.89,30.534285714285716,-0.05022537025112683
2023-07-30,Corn,26.04,27.0,52.5,997,1007,7,6,3,0.38,93.57,99.48,25.898571428571426,-0.0923666782851168
2023-07-31,Rice,42.24,18.6,56.0,1041,1237,7,0,3,-0.38,89.21,100.94,41.56,0.012221423436376888
2023-07-31,Wheat,30.43,30.0,60.4,966,882,7,0,3,0.23,88.06,109.69,30.43857142857143,0.03152542372881362
2023-07-31,Corn,25.35,16.0,56.0,1016,925,7,0,3,0.82,124.84,100.52,25.91571428571429,-0.026497695852534475
2023-08-01,Rice,40.73,29.1,24.2,971,938,8,1,3,-0.73,109.83,99.75,41.378571428571426,-0.03574810606060619
2023-08-01,Wheat,31.08,20.5,32.0,1149,1056,8,1,3,0.69,105.09,108.26,30.455714285714286,0.02136049950706531
2023-08-01,Corn,23.66,23.6,36.2,998,944,8,1,3,-0.22,99.43,99.99,25.685714285714287,-0.06666666666666676
2023-08-02,Rice,44.85,22.4,95.7,1189,1353,8,2,3,-0.59,98.1,93.46,42.03142857142858,0.10115394058433602
2023-08-02,Wheat,30.56,22.0,64.0,1040,896,8,2,3,-0.34,115.24,104.22,30.474285714285713,-0.016731016731016735
2023-08-02,Corn,24.8,28.3,35.8,847,812,8,2,3,-0.07,92.66,104.34,25.697142857142858,0.048182586644125225
2023-08-03,Rice,40.32,27.2,44.4,971,1138,8,3,3,0.99,114.95,109.44,41.71142857142858,-0.10100334448160542
2023-08-03,Wheat,31.84,26.4,46.5,1066,1090,8,3,3,0.77,107.7,95.17,30.685714285714283,0.041884816753926746
2023-08-03,Corn,24.45,29.9,36.7,949,968,8,3,3,-0.48,104.27,105.68,25.601428571428574,-0.014112903225806495
2023-08-04,Rice,41.23,27.5,78.7,901,785,8,4,3,-0.49,100.51,96.08,41.84428571428571,0.02256944444444442
2023-08-04,Wheat,30.34,22.3,48.7,996,977,8,4,3,-0.24,101.57,98.44,30.687142857142856,-0.04711055276381915
2023-08-04,Corn,24.48,21.3,51.9,970,915,8,4,3,0.72,75.97,94.66,25.352857142857143,0.0012269938650306678
2023-08-05,Rice,41.95,23.0,58.0,997,1076,8,5,3,0.01,104.49,99.53,41.86428571428571,0.01746301236963399
2023-08-05,Wheat,31.66,33.4,59.6,1017,1089,8,5,3,-0.03,102.25,109.32,30.77285714285714,0.043506921555702016
2023-08-05,Corn,24.14,23.4,62.8,844,985,8,5,3,-0.18,91.18,106.77,24.702857142857145,-0.01388888888888884
2023-08-06,Rice,43.62,19.3,49.9,1214,1075,8,6,3,-0.86,92.66,93.88,42.13428571428572,0.03980929678188305
2023-08-06,Wheat,30.5,20.9,66.6,1069,894,8,6,3,0.93,78.93,109.64,30.915714285714284,-0.03663929248262787
2023-08-06,Corn,26.5,31.9,43.0,1043,843,8,6,3,0.27,111.84,90.54,24.768571428571427,0.09776304888152443
2023-08-07,Rice,43.53,25.4,33.0,1109,1039,8,0,3,-0.87,87.87,105.2,42.318571428571424,-0.0020632737276478075
2023-08-07,Wheat,31.14,32.4,40.2,1113,1178,8,0,3,-0.29,119.77,98.5,31.017142857142858,0.020983606557376966
2023-08-07,Corn,25.16,28.4,4.4,1106,1262,8,0,3,0.5,101.56,96.55,24.74142857142857,-0.050566037735849
2023-08-08,Rice,40.93,31.4,51.7,1002,820,8,1,3,0.5,111.47,106.54,42.347142857142856,-0.05972892258212725
2023-08-08,Wheat,28.18,18.5,15.7,1013,1024,8,1,3,0.18,109.18,95.54,30.602857142857143,-0.0950545921644188
2023-08-08,Corn,24.63,16.0,58.5,929,848,8,1,3,0.78,86.77,98.07,24.88,-0.021065182829888784
2023-08-09,Rice,39.42,21.8,66.5,939,1037,8,2,3,0.36,95.15,109.07,41.57142857142857,-0.03689225506963101
2023-08-09,Wheat,28.93,18.9,24.7,1210,1020,8,2,3,0.81,111.46,96.4,30.37,0.026614620298083702
2023-08-09,Corn,25.5,22.8,53.8,1091,1067,8,2,3,-0.85,104.67,109.02,24.98,0.035322777101096214
2023-08-10,Rice,40.92,22.9,38.5,1023,1167,8,3,3,-0.81,95.95,107.88,41.65714285714286,0.03805175038051756
2023-08-10,Wheat,29.83,24.6,44.1,1125,1303,8,3,3,-0.1,107.12,91.93,30.08285714285714,0.03110957483581056
2023-08-10,Corn,24.86,21.6,47.3,1101,1146,8,3,3,0.78,119.47,97.12,25.038571428571426,-0.02509803921568632
2023-08-11,Rice,40.94,28.4,47.0,980,1158,8,4,3,-0.14,107.16,95.66,41.61571428571428,0.0004887585532746819
2023-08-11,Wheat,29.39,25.5,24.1,1053,854,8,4,3,0.28,86.71,108.88,29.947142857142858,-0.014750251424740068
2023-08-11,Corn,25.59,25.5,46.5,1232,1257,8,4,3,0.86,100.13,108.53,25.197142857142858,0.029364440868865582
2023-08-12,Rice,40.48,15.9,59.3,979,889,8,5,3,-0.8,93.61,97.61,41.40571428571428,-0.011235955056179803
2023-08-12,Wheat,28.41,15.1,40.6,994,923,8,5,3,0.05,100.87,90.2,29.482857142857142,-0.03334467505954408
2023-08-12,Corn,23.43,18.4,52.5,941,839,8,5,3,-0.85,87.88,103.66,25.095714285714287,-0.08440797186400939
2023-08-13,Rice,41.98,16.5,44.2,1131,1142,8,6,3,0.13,93.31,92.24,41.17142857142857,0.0370553359683794
2023-08-13,Wheat,29.23,28.1,23.7,990,1165,8,6,3,0.52,90.37,94.42,29.301428571428573,0.02886307638155583
2023-08-13,Corn,24.03,15.4,27.4,1126,1062,8,6,3,-0.05,96.59,94.32,24.742857142857144,0.025608194622279257
2023-08-14,Rice,41.92,27.5,28.2,1178,1060,8,0,3,0.01,107.21,92.79,40.94142857142857,-0.0014292520247736196
2023-08-14,Wheat,31.4,16.4,64.0,1146,918,8,0,3,-0.94,101.7,106.22,29.33857142857143,0.07423879575778303
2023-08-14,Corn,22.74,15.9,24.3,948,888,8,0,3,-0.2,118.32,101.28,24.397142857142853,-0.053682896379525724
2023-08-15,Rice,36.49,18.5,36.3,833,918,8,1,3,-0.87,98.42,99.98,40.30714285714286,-0.12953244274809161
2023-08-15,Wheat,29.1,26.3,57.8,953,956,8,1,3,0.89,98.22,98.7,29.470000000000002,-0.07324840764331197
2023-08-15,Corn,23.34,29.0,58.6,914,994,8,1,3,0.16,99.57,96.4,24.21285714285714,0.026385224274406482
2023-08-16,Rice,39.83,27.9,55.7,876,900,8,2,3,-0.37,111.54,98.45,40.36571428571428,0.09153192655522058
2023-08-16,Wheat,30.68,13.7,91.4,1023,1210,8,2,3,0.85,108.24,100.13,29.72,0.05429553264604814
2023-08-16,Corn,24.7,25.3,36.0,1097,1088,8,2,3,0.13,84.5,108.16,24.09857142857143,0.05826906598114823
2023-08-17,Rice,39.2,21.9,2.6,1024,1182,8,3,3,0.04,88.88,102.79,40.12,-0.01581722319859391
2023-08-17,Wheat,28.68,24.2,58.1,927,1060,8,3,3,0.62,83.19,96.19,29.555714285714284,-0.06518904823989569
2023-08-17,Corn,24.08,27.9,56.6,946,851,8,3,3,0.72,110.0,94.21,23.987142857142857,-0.025101214574898778
2023-08-18,Rice,42.19,31.9,37.7,1140,1136,8,4,3,0.1,110.45,107.87,40.29857142857143,0.07627551020408152
2023-08-18,Wheat,29.47,28.9,36.4,1087,1150,8,4,3,-0.86,99.84,92.65,29.56714285714286,0.027545327754532778
2023-08-18,Corn,21.62,29.4,21.7,827,927,8,4,3,0.24,104.53,105.95,23.419999999999998,-0.10215946843853807
2023-08-19,Rice,39.88,30.1,61.4,986,1171,8,5,3,-0.5,103.98,97.18,40.212857142857146,-0.05475231097416433
2023-08-19,Wheat,29.29,21.2,79.8,922,982,8,5,3,-0.33,106.3,91.33,29.692857142857143,-0.006107906345436009
2023-08-19,Corn,24.28,25.4,39.7,1017,1040,8,5,3,-0.12,98.28,102.73,23.541428571428572,0.1230342275670675
2023-08-20,Rice,40.27,29.7,44.4,1012,1074,8,6,3,0.5,110.7,108.27,39.96857142857143,0.009779338014042072
2023-08-20,Wheat,29.78,24.6,44.7,998,1020,8,6,3,-0.35,87.41,93.94,29.771428571428572,0.01672925913280987
2023-08-20,Corn,23.47,29.2,19.5,935,888,8,6,3,-0.16,94.41,90.94,23.46142857142857,-0.033360790774299875
2023-08-21,Rice,40.46,22.8,99.2,935,845,8,0,3,-0.2,91.5,94.5,39.76,0.004718152470821968
2023-08-21,Wheat,27.45,17.7,32.3,1054,1105,8,0,3,0.14,86.3,109.49,29.20714285714286,-0.0782404298186703
2023-08-21,Corn,23.17,16.3,31.0,1006,809,8,0,3,0.04,103.92,94.12,23.522857142857145,-0.012782275244993535
2023-08-22,Rice,40.33,18.6,46.7,1042,1208,8,1,3,0.93,98.23,108.25,40.30857142857143,-0.0032130499258528067
2023-08-22,Wheat,28.65,26.1,27.0,1095,1235,8,1,3,-0.06,116.39,91.18,29.142857142857142,0.04371584699453557
2023-08-22,Corn,24.51,28.6,45.3,1002,1165,8,1,3,0.49,99.27,94.9,23.69,0.05783340526542946
2023-08-23,Rice,35.8,25.8,28.2,870,806,8,2,3,-0.91,88.48,102.21,39.73285714285714,-0.11232333250681881
2023-08-23,Wheat,27.11,22.5,26.4,994,978,8,2,3,-0.76,87.42,90.09,28.632857142857144,-0.053752181500872576
2023-08-23,Corn,24.55,34.2,23.9,1207,1226,8,2,3,-0.08,91.37,105.92,23.66857142857143,0.00163198694410438
2023-08-24,Rice,37.35,26.9,62.1,770,743,8,3,3,0.95,110.4,90.8,39.46857142857143,0.04329608938547502
2023-08-24,Wheat,27.04,22.9,33.4,972,968,8,3,3,0.88,95.7,90.87,28.398571428571426,-0.0025820730357801747
2023-08-24,Corn,24.11,17.5,41.7,1138,931,8,3,3,0.85,106.38,103.89,23.672857142857143,-0.017922606924643647
2023-08-25,Rice,38.01,29.5,33.6,912,936,8,4,3,0.5,95.38,90.32,38.871428571428574,0.017670682730923648
2023-08-25,Wheat,28.95,26.7,59.9,947,867,8,4,3,-0.2,93.26,97.11,28.32428571428571,0.07063609467455612
2023-08-25,Corn,21.66,28.5,43.2,820,763,8,4,3,0.08,92.55,92.3,23.678571428571427,-0.10161758606387383
2023-08-26,Rice,41.02,28.9,56.7,1104,1070,8,5,3,0.67,115.87,100.14,39.034285714285716,0.07918968692449369
2023-08-26,Wheat,26.92,20.4,42.0,921,910,8,5,3,0.81,107.19,106.33,27.985714285714288,-0.07012089810017264
2023-08-26,Corn,23.23,22.0,54.0,975,985,8,5,3,-0.0,102.4,109.67,23.528571428571432,0.07248384118190221
2023-08-27,Rice,37.78,19.6,7.2,1046,1232,8,6,3,0.79,104.81,90.38,38.67857142857143,-0.07898586055582646
2023-08-27,Wheat,28.61,28.8,57.8,1028,1139,8,6,3,-0.18,108.86,99.43,27.81857142857143,0.06277860326894502
2023-08-27,Corn,24.35,31.6,59.6,894,860,8,6,3,-0.58,95.82,92.28,23.654285714285717,0.04821351700387444
2023-08-28,Rice,37.59,17.3,43.0,954,1012,8,0,3,-0.65,94.02,92.34,38.26857142857143,-0.0050291159343567315
2023-08-28,Wheat,28.57,25.1,39.4,918,951,8,0,3,-0.93,111.46,98.54,27.978571428571428,-0.0013981125480601042
2023-08-28,Corn,23.35,29.1,45.4,904,1005,8,0,3,-0.3,109.78,104.21,23.68,-0.04106776180698146
2023-08-29,Rice,36.76,29.3,10.1,1008,1028,8,1,3,0.32,91.8,95.84,37.75857142857143,-0.022080340516094865
2023-08-29,Wheat,27.42,22.8,40.3,919,750,8,1,3,-0.24,92.7,94.19,27.802857142857142,-0.04025201260062994
2023-08-29,Corn,21.48,13.0,29.6,942,1111,8,1,3,-0.2,100.94,106.15,23.247142857142858,-0.0800856531049251
2023-08-30,Rice,41.35,27.5,59.2,1095,1006,8,2,3,0.7,77.67,104.35,38.55142857142857,0.1248639825897715
2023-08-30,Wheat,28.35,29.4,38.3,990,873,8,2,3,-0.21,102.32,107.93,27.98,0.03391684901531722
2023-08-30,Corn,22.93,21.0,53.5,937,947,8,2,3,-0.67,97.38,109.4,23.015714285714285,0.06750465549348217
2023-08-31,Rice,39.08,22.9,78.5,973,795,8,3,3,0.13,94.9,102.23,38.798571428571435,-0.05489721886336163
2023-08-31,Wheat,27.99,21.5,9.3,1159,955,8,3,3,-0.05,101.17,102.97,28.115714285714287,-0.012698412698412764
2023-08-31,Corn,23.96,24.7,58.3,981,981,8,3,3,-0.83,103.31,96.68,22.994285714285716,0.044919319668556446
2023-09-01,Rice,36.94,24.5,48.7,793,862,9,4,4,0.92,104.61,98.51,38.64571428571429,-0.0547594677584442
2023-09-01,Wheat,29.79,21.2,72.2,998,908,9,4,4,-0.14,92.34,103.45,28.235714285714288,0.06430868167202575
2023-09-01,Corn,25.77,32.3,46.2,1140,1240,9,4,4,-0.98,104.9,104.11,23.581428571428575,0.07554257095158601
2023-09-02,Rice,39.31,33.6,66.3,951,857,9,5,4,-0.39,97.25,95.98,38.401428571428575,0.06415809420682206
2023-09-02,Wheat,27.03,17.4,14.8,1074,1065,9,5,4,-0.05,103.59,94.01,28.25142857142857,-0.09264853977844911
2023-09-02,Corn,25.02,24.1,71.9,1130,930,9,5,4,0.69,99.69,102.13,23.837142857142855,-0.029103608847497076
2023-09-03,Rice,36.08,18.5,52.9,919,1040,9,6,4,0.49,117.22,93.97,38.15857142857143,-0.08216738743322316
2023-09-03,Wheat,28.1,20.5,57.8,947,1033,9,6,4,-0.22,112.66,97.44,28.178571428571427,0.03958564557898625
2023-09-03,Corn,22.79,26.7,28.7,935,1043,9,6,4,0.46,98.46,98.34,23.614285714285717,-0.08912869704236615
2023-09-04,Rice,37.43,18.5,83.9,933,787,9,0,4,0.37,73.89,109.56,38.135714285714286,0.03741685144124163
2023-09-04,Wheat,28.48,22.5,39.2,1081,980,9,0,4,0.92,106.47,90.6,28.165714285714284,0.013523131672597888
2023-09-04,Corn,24.89,20.2,62.7,1070,1121,9,0,4,-0.57,91.51,100.72,23.834285714285716,0.09214567792891626
2023-09-05,Rice,40.52,24.7,24.7,1184,1165,9,1,4,0.45,102.38,107.21,38.67285714285715,0.08255410098851201
2023-09-05,Wheat,29.65,20.5,78.2,913,955,9,1,4,-0.02,103.03,93.21,28.484285714285715,0.04108146067415719
2023-09-05,Corn,24.14,13.0,79.9,1150,1198,9,1,4,-0.87,90.37,104.29,24.214285714285715,-0.030132583366814014
2023-09-06,Rice,38.76,19.8,82.3,978,809,9,2,4,0.63,110.34,107.53,38.30285714285714,-0.043435340572556935
2023-09-06,Wheat,29.46,19.7,46.6,1108,1323,9,2,4,0.08,100.86,109.32,28.642857142857142,-0.0064080944350758395
2023-09-06,Corn,24.84,21.5,75.6,1144,1233,9,2,4,0.58,89.58,108.52,24.487142857142857,0.028997514498757315
2023-09-07,Rice,41.13,25.5,71.1,1178,1199,9,3,4,-0.25,109.84,107.2,38.59571428571429,0.06114551083591335
2023-09-07,Wheat,28.11,18.4,56.1,1024,1148,9,3,4,-0.72,100.57,90.71,28.66,-0.04582484725050917
2023-09-07,Corn,21.5,21.8,39.7,828,818,9,3,4,-0.69,73.79,106.24,24.135714285714283,-0.1344605475040258
2023-09-08,Rice,40.41,19.1,87.9,1026,1032,9,4,4,-0.09,106.59,104.0,39.09142857142857,-0.01750547045951878
2023-09-08,Wheat,29.66,23.7,58.4,1130,1282,9,4,4,-0.52,108.85,107.64,28.641428571428573,0.05514051938811804
2023-09-08,Corn,24.54,25.0,39.8,1095,1097,9,4,4,-0.19,95.23,105.09,23.96,0.14139534883720928
2023-09-09,Rice,38.25,21.8,70.4,961,803,9,5,4,-0.79,104.51,98.82,38.94,-0.05345211581291753
2023-09-09,Wheat,27.3,26.0,61.9,807,750,9,5,4,-0.87,87.21,91.73,28.680000000000003,-0.07956844234659477
2023-09-09,Corn,23.44,30.9,45.6,1085,1011,9,5,4,-0.52,98.36,105.73,23.734285714285715,-0.04482477587612055
2023-09-10,Rice,37.84,22.5,65.0,883,802,9,6,4,0.59,113.26,98.18,39.19142857142857,-0.010718954248365886
2023-09-10,Wheat,29.5,31.3,50.1,1003,1059,9,6,4,0.84,92.58,97.67,28.88,0.08058608058608052
2023-09-10,Corn,23.39,21.9,70.2,1041,1023,9,6,4,0.76,107.63,109.67,23.82,-0.002133105802047841
2023-09-11,Rice,38.7,24.1,48.0,1027,1091,9,0,4,-0.25,93.18,96.44,39.37285714285714,0.022727272727272707
2023-09-11,Wheat,30.94,29.1,80.5,1153,1192,9,0,4,-0.88,91.93,99.46,29.231428571428573,0.04881355932203402
2023-09-11,Corn,23.55,30.7,65.3,881,862,9,0,4,1.0,97.27,106.26,23.62857142857143,0.0068405301410858765
2023-09-12,Rice,38.97,21.9,52.7,1039,1056,9,1,4,-0.59,94.88,100.99,39.151428571428575,0.006976744186046435
2023-09-12,Wheat,28.12,20.3,42.2,1099,1058,9,1,4,0.59,101.49,94.4,29.012857142857143,-0.09114414996767939
2023-09-12,Corn,24.27,25.3,67.1,949,986,9,1,4,-0.99,97.13,108.93,23.647142857142853,0.030573248407643305
2023-09-13,Rice,37.4,24.5,9.1,1057,1112,9,2,4,-0.13,89.66,105.45,38.95714285714286,-0.040287400564536835
2023-09-13,Wheat,28.22,22.2,57.0,1018,1067,9,2,4,-0.61,98.01,95.79,28.835714285714285,0.0035561877667140696
